 AK|2017|895.7931034482758
 AL|2017|1423.0149253731342
 AR|2017|664.4666666666667
 AZ|2017|10754.266666666666
 CA|2017|15842.810344827587
 CO|2017|1325.578125
 CT|2017|11214.875
 DE|2017|7307.333333333333
 FL|2017|6260.388059701492
 GA|2017|1508.0880503144654
 HI|2017|4044.25
 IA|2017|530.5454545454545
 ID|2017|597.8181818181819
 IL|2017|3155.9607843137255
 IN|2017|1272.4130434782608
 KS|2017|510.22857142857146
 KY|2017|835.8833333333333
 LA|2017|1692.453125
 MA|2017|9692.285714285714
 MD|2017|5550.5
 ME|2017|1434.8125
 MI|2017|2729.4457831325303
 MN|2017|1215.7241379310344
 MO|2017|996.4608695652174
 MS|2017|792.1829268292682
 MT|2017|378.1607142857143
 NC|2017|2248.68
 ND|2017|203.60377358490567
 NE|2017|317.97849462365593
 NH|2017|1994.3
 NJ|2017|9958.42857142857
 NM|2017|1733.0
 NV|2017|4328.35294117647
 NY|2017|7346.354838709677
 OH|2017|3282.4204545454545
 OK|2017|1022.2597402597403
 OR|2017|2410.8055555555557
 PA|2017|4712.537313432836
 PR|2017|1527.3506493506493
 RI|2017|4958.2
 SC|2017|2146.891304347826
 SD|2017|229.5909090909091
 TN|2017|1248.0
 TX|2017|2274.803149606299
 UT|2017|1746.2068965517242
 VA|2017|1215.2105263157894
 VT|2017|741.8571428571429
 WA|2017|4545.948717948718
 WI|2017|1439.861111111111
 WV|2017|736.6363636363636
 WY|2017|536.0434782608696
